Match_Name, Venue,City,Country,Batting_team,Name ,Full_Name,Runs,Balls_faced,Minutes,Fours,Sixes,Strike_rate
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,NZ,GD Phillips,Glenn Phillips,12,10,16,2,0,120
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,NZ,JDS Neesham,James Neesham,26,13,19,0,2,200
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,DA Warner,David Warner,5,6,7,1,0,83.33
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,AJ Finch,Aaron Finch,13,11,20,1,1,118.18
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,MR Marsh,Mitchell Marsh,16,12,17,2,1,133.33
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,GJ Maxwell,Glenn Maxwell,28,20,47,3,1,140
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,MP Stoinis,Marcus Stoinis,7,14,16,0,0,50
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,TH David,Tim David,11,8,12,0,1,137.5
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,MS Wade,Matthew Wade,2,4,10,0,0,50
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,PJ Cummins,Pat Cummins,21,18,27,2,1,116.66
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,MA Starc,Mitchell Starc,4,7,13,0,0,57.14
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,A Zampa,Adam Zampa,0,2,3,0,0,0
AUS v NZ,Sydney Cricket Ground,Sydney,Australia,AUS,JR Hazlewood,Josh Hazlewood,1,1,6,0,0,100
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,HG Munsey,George Munsey,54,51,74,7,0,105.88
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Jones,Michael Jones,4,5,6,1,0,80
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MH Cross,Matthew Cross,1,7,15,0,0,14.28
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,RD Berrington,Richie Berrington,13,15,24,0,0,86.66
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,CS MacLeod,Calum MacLeod,25,26,46,1,0,96.15
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Leask,Michael Leask,12,9,11,2,0,133.33
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,CN Greaves,Chris Greaves,3,7,10,0,0,42.85
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,JH Davey,Josh Davey,4,3,3,0,0,133.33
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RW Chakabva,Regis Chakabva,4,3,3,1,0,133.33
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,CR Ervine,Craig Ervine,58,54,79,6,0,107.4
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,W Madhevere,Wessly Madhevere,0,5,8,0,0,0
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,SC Williams,Sean Williams,7,12,28,0,0,58.33
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,Sikandar Raza,Sikandar Raza,40,23,34,3,2,173.91
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,M Shumba,Milton Shumba,11,11,16,0,0,100
SCOT v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RP Burl,Ryan Burl,9,5,7,1,0,180
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,KR Mayers,Kyle Mayers,1,5,12,0,0,20
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,J Charles,Johnson Charles,24,18,22,3,1,133.33
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,E Lewis,Evin Lewis,13,18,42,0,0,72.22
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,BA King,Brandon King,62,48,80,6,1,129.16
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,N Pooran,Nicholas Pooran,13,11,16,0,1,118.18
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,R Powell,Rovman Powell,6,8,12,1,0,75
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,OF Smith,Odean Smith,19,12,18,1,2,158.33
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,IRE,PR Stirling,Paul Stirling,66,48,79,6,2,137.5
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,IRE,A Balbirnie,Andy Balbirnie,37,23,34,3,3,160.86
IRE v WI,"Bellerive Oval, Hobart",Hobart,Australia,IRE,LJ Tucker,Lorcan Tucker,45,35,46,2,2,128.57
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Muhammad Waseem,Muhammad Waseem,50,41,66,1,3,121.95
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,V Aravind,Vriitya Aravind,21,32,34,2,0,65.62
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,CP Rizwan,Chundangapoyil Rizwan,43,29,55,3,1,148.27
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,A Sharafu,Alishan Sharafu,4,4,10,0,0,100
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Basil Hameed,Basil Hameed,25,14,13,2,2,178.57
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,M van Lingen,Michael van Lingen,10,8,14,1,0,125
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,SJ Baard,Stephan Baard,4,6,9,1,0,66.66
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Loftie-Eaton,Jan Nicol Loftie-Eaton,1,6,17,0,0,16.66
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,MG Erasmus,Gerhard Erasmus,16,18,23,2,0,88.88
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Frylinck,Jan Frylinck,14,17,33,1,0,82.35
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JJ Smit,JJ Smit,3,3,3,0,0,100
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,D Wiese,David Wiese,55,36,65,3,3,152.77
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,ZE Green,Zane Green,2,3,3,0,0,66.66
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,R Trumpelmann,Ruben Trumpelmann,25,24,43,1,1,104.16
NAM v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,BM Scholtz,Bernard Scholtz,1,1,-,0,0,100
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,P Nissanka,Pathum Nissanka,14,21,25,0,1,66.66
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,BKG Mendis,Kusal Mendis,79,44,94,5,5,179.54
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,DM de Silva,Dhananjaya de Silva,0,1,2,0,0,0
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,KIC Asalanka,Charith Asalanka,31,30,38,3,0,103.33
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PBB Rajapaksa,Bhanuka Rajapaksa,19,13,18,2,0,146.15
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,MD Shanaka,Dasun Shanaka,8,5,9,0,1,160
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PWH de Silva,Wanindu Hasaranga de Silva,5,4,8,0,0,125
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,C Karunaratne,Chamika Karunaratne,2,2,4,0,0,100
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,MP O'Dowd,Max O'Dowd,71,53,99,6,3,133.96
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,Vikramjit Singh,Vikramjit Singh,7,14,18,0,0,50
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,BFW de Leede,Bas de Leede,14,10,12,1,1,140
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,CN Ackermann,Colin Ackermann,0,1,4,0,0,0
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TLW Cooper,Tom Cooper,16,19,23,2,0,84.21
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,SA Edwards,Scott Edwards,21,15,16,3,0,140
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TJG Pringle,Tim Pringle,2,4,8,0,0,50
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,T van der Gugten,Timm van der Gugten,0,1,2,0,0,0
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,FJ Klaassen,Fred Klaassen,3,3,5,0,0,100
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,PA van Meekeren,Paul van Meekeren,0,0,4,0,0,-
NED v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,RE van der Merwe,Roelof van der Merwe,0,1,14,0,0,0
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,KR Mayers,Kyle Mayers,13,12,17,2,0,108.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,J Charles,Johnson Charles,45,36,60,3,2,125
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,E Lewis,Evin Lewis,15,18,28,1,0,83.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,N Pooran,Nicholas Pooran,7,9,10,0,0,77.77
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,R Powell,Rovman Powell,28,21,40,1,2,133.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,SSJ Brooks,Shamarh Brooks,0,3,5,0,0,0
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,JO Holder,Jason Holder,4,3,3,0,0,133.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,AJ Hosein,Akeal Hosein,23,18,31,2,0,127.77
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,WI,OF Smith,Odean Smith,1,2,2,0,0,50
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,W Madhevere,Wessly Madhevere,27,19,37,3,1,142.1
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RW Chakabva,Regis Chakabva,13,9,14,3,0,144.44
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,T Munyonga,Tony Munyonga,2,6,12,0,0,33.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,SC Williams,Sean Williams,1,2,4,0,0,50
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,Sikandar Raza,Sikandar Raza,14,8,12,1,1,175
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,M Shumba,Milton Shumba,2,9,20,0,0,22.22
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RP Burl,Ryan Burl,17,19,30,3,0,89.47
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,LM Jongwe,Luke Jongwe,29,22,31,3,1,131.81
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,R Ngarava,Richard Ngarava,2,6,11,0,0,33.33
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,TL Chatara,Tendai Chatara,3,8,12,0,0,37.5
WI v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,B Muzarabani,Blessing Muzarabani,1,4,4,0,0,25
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,HG Munsey,George Munsey,1,2,9,0,0,50
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Jones,Michael Jones,86,55,95,6,4,156.36
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MH Cross,Matthew Cross,28,21,33,5,0,133.33
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,RD Berrington,Richie Berrington,37,27,39,3,1,137.03
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Leask,Michael Leask,17,13,19,2,0,130.76
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,CS MacLeod,Calum MacLeod,0,3,6,0,0,0
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,PR Stirling,Paul Stirling,8,10,22,1,0,80
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,A Balbirnie,Andy Balbirnie,14,12,15,2,0,116.66
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,LJ Tucker,Lorcan Tucker,20,17,28,2,0,117.64
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,HT Tector,Harry Tector,14,16,23,1,0,87.5
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,C Campher,Curtis Campher,72,32,48,7,2,225
IRE v SCOT,"Bellerive Oval, Hobart",Hobart,Australia,IRE,GH Dockrell,George Dockrell,39,27,42,4,1,144.44
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,P Nissanka,Pathum Nissanka,74,60,105,6,2,123.33
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,BKG Mendis,Kusal Mendis,18,13,24,2,0,138.46
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,DM de Silva,Dhananjaya de Silva,33,21,30,3,1,157.14
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PBB Rajapaksa,Bhanuka Rajapaksa,5,8,19,0,0,62.5
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,KIC Asalanka,Charith Asalanka,0,1,2,0,0,0
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,MD Shanaka,Dasun Shanaka,0,1,2,0,0,0
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PWH de Silva,Wanindu Hasaranga de Silva,2,3,3,0,0,66.66
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,C Karunaratne,Chamika Karunaratne,8,11,22,1,0,72.72
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,Pramod Madushan,Pramod Madushan,1,1,4,0,0,100
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PVD Chameera,Dushmantha Chameera,1,1,2,0,0,100
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Muhammad Waseem,Muhammad Waseem,2,4,13,0,0,50
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Chirag Suri,Chirag Suri,14,19,31,3,0,73.68
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Aryan Lakra,Aryan Lakra,1,3,4,0,0,33.33
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,CP Rizwan,Chundangapoyil Rizwan,1,3,8,0,0,33.33
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,V Aravind,Vriitya Aravind,9,18,26,1,0,50
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Basil Hameed,Basil Hameed,2,6,14,0,0,33.33
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Aayan Afzal Khan,Aayan Afzal Khan,19,21,33,1,0,90.47
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Kashif Daud,Kashif Daud,0,4,8,0,0,0
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,KP Meiyappan,Karthik Meiyappan,4,8,11,0,0,50
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Junaid Siddique,Junaid Siddique,18,16,22,1,1,112.5
SL v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Zahoor Khan,Zahoor Khan,1,1,15,0,0,100
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,M van Lingen,Michael van Lingen,20,19,20,3,0,105.26
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,D la Cock,Divan la Cock,0,2,5,0,0,0
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,SJ Baard,Stephan Baard,19,22,46,0,0,86.36
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Loftie-Eaton,Jan Nicol Loftie-Eaton,0,2,3,0,0,0
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Frylinck,Jan Frylinck,43,48,63,1,1,89.58
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,MG Erasmus,Gerhard Erasmus,16,18,37,0,0,88.88
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,D Wiese,David Wiese,11,5,8,1,0,220
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JJ Smit,JJ Smit,5,4,6,1,0,125
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,MP O'Dowd,Max O'Dowd,35,35,59,1,1,100
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,Vikramjit Singh,Vikramjit Singh,39,31,37,3,2,125.8
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,BFW de Leede,Bas de Leede,30,30,51,2,0,100
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TLW Cooper,Tom Cooper,6,6,7,1,0,100
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,CN Ackermann,Colin Ackermann,0,2,2,0,0,0
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,SA Edwards,Scott Edwards,1,5,5,0,0,20
NAM v NED,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TJG Pringle,Tim Pringle,8,9,14,0,0,88.88
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RW Chakabva,Regis Chakabva,0,2,3,0,0,0
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,CR Ervine,Craig Ervine,9,12,28,1,0,75
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,W Madhevere,Wessly Madhevere,22,19,22,4,0,115.78
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,SC Williams,Sean Williams,12,11,24,0,1,109.09
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,Sikandar Raza,Sikandar Raza,82,48,72,5,5,170.83
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,M Shumba,Milton Shumba,16,14,26,1,0,114.28
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,RP Burl,Ryan Burl,1,4,9,0,0,25
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,ZIM,LM Jongwe,Luke Jongwe,20,10,14,3,0,200
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,PR Stirling,Paul Stirling,0,2,3,0,0,0
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,A Balbirnie,Andy Balbirnie,3,4,20,0,0,75
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,LJ Tucker,Lorcan Tucker,11,11,10,2,0,100
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,HT Tector,Harry Tector,1,4,5,0,0,25
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,C Campher,Curtis Campher,27,22,41,1,0,122.72
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,GH Dockrell,George Dockrell,24,20,25,3,0,120
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,GJ Delany,Gareth Delany,24,20,23,1,1,120
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,MR Adair,Mark Adair,9,10,18,0,1,90
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,Simi Singh,Simi Singh,0,1,1,0,0,0
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,BJ McCarthy,Barry McCarthy,22,16,23,1,2,137.5
IRE v ZIM,"Bellerive Oval, Hobart",Hobart,Australia,IRE,JB Little,Josh Little,7,11,17,1,0,63.63
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,HG Munsey,George Munsey,66,53,106,9,0,124.52
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Jones,Michael Jones,20,17,36,3,0,117.64
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MH Cross,Matthew Cross,3,5,10,0,0,60
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,RD Berrington,Richie Berrington,16,14,21,0,1,114.28
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,CS MacLeod,Calum MacLeod,23,14,15,4,0,164.28
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,MA Leask,Michael Leask,4,6,8,0,0,66.66
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,SCOT,CN Greaves,Chris Greaves,16,11,19,2,0,145.45
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,KR Mayers,Kyle Mayers,20,13,12,3,1,153.84
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,E Lewis,Evin Lewis,14,13,30,1,1,107.69
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,BA King,Brandon King,17,15,24,3,0,113.33
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,N Pooran,Nicholas Pooran,5,9,14,0,0,55.55
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,SSJ Brooks,Shamarh Brooks,4,9,24,0,0,44.44
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,R Powell,Rovman Powell,5,6,12,0,0,83.33
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,JO Holder,Jason Holder,38,33,37,4,1,115.15
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,AJ Hosein,Akeal Hosein,1,1,4,0,0,100
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,AS Joseph,Alzarri Joseph,0,1,4,0,0,0
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,OF Smith,Odean Smith,5,8,14,0,0,62.5
SCOT v WI,"Bellerive Oval, Hobart",Hobart,Australia,WI,OC McCoy,Obed McCoy,2,3,10,0,0,66.66
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Chirag Suri,Chirag Suri,12,20,28,1,0,60
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Muhammad Waseem,Muhammad Waseem,41,47,71,1,2,87.23
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Kashif Daud,Kashif Daud,15,14,19,0,1,107.14
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,V Aravind,Vriitya Aravind,18,21,37,0,0,85.71
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Zawar Farid,Zawar Farid,2,4,8,0,0,50
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Basil Hameed,Basil Hameed,4,4,7,1,0,100
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,CP Rizwan,Chundangapoyil Rizwan,1,2,7,0,0,50
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Aayan Afzal Khan,Aayan Afzal Khan,5,7,8,0,0,71.42
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,KP Meiyappan,Karthik Meiyappan,0,0,4,0,0,-
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,UAE,Junaid Siddique,Junaid Siddique,0,1,1,0,0,0
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,Vikramjit Singh,Vikramjit Singh,10,7,8,2,0,142.85
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,MP O'Dowd,Max O'Dowd,23,18,25,3,1,127.77
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,BFW de Leede,Bas de Leede,14,18,37,1,0,77.77
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,CN Ackermann,Colin Ackermann,17,19,33,1,0,89.47
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TLW Cooper,Tom Cooper,8,16,22,0,0,50
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,SA Edwards,Scott Edwards,16,19,42,0,0,84.21
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,RE van der Merwe,Roelof van der Merwe,0,2,4,0,0,0
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,TJG Pringle,Tim Pringle,15,16,26,0,0,93.75
NED v UAE,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NED,LV van Beek,Logan van Beek,4,4,7,0,0,100
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,M van Lingen,Michael van Lingen,3,6,7,0,0,50
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,D la Cock,Divan la Cock,9,9,15,1,0,100
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Loftie-Eaton,Jan Nicol Loftie-Eaton,20,12,18,1,2,166.66
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,SJ Baard,Stephan Baard,26,24,49,2,0,108.33
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,MG Erasmus,Gerhard Erasmus,20,24,30,0,0,83.33
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JN Frylinck,Jan Frylinck,44,28,44,4,0,157.14
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,D Wiese,David Wiese,0,1,4,0,0,0
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,NAM,JJ Smit,JJ Smit,31,16,29,2,2,193.75
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,P Nissanka,Pathum Nissanka,9,10,16,1,0,90
